model,dataset,seq_len,pred_len,norm_mae,norm_rmse,norm_mape,30min_norm_mae,30min_norm_rmse,30min_norm_mape,60min_norm_mae,60min_norm_rmse,60min_norm_mape,90min_norm_mae,90min_norm_rmse,90min_norm_mape,120min_norm_mae,120min_norm_rmse,120min_norm_mape,30min_mae,30min_rmse,30min_mape,30min_r2,60min_mae,60min_rmse,60min_mape,60min_r2,90min_mae,90min_rmse,90min_mape,90min_r2,120min_mae,120min_rmse,120min_mape,120min_r2
dhaitransformer,pems08,32,4,0.08456911891698837,0.1560603827238083,89.74687194824219,0.08454219251871109,0.1560683250427246,89.4773178100586,0.08438510447740555,0.15586890280246735,89.62073516845703,0.08432396501302719,0.1557905524969101,90.07942962646484,0.08502520620822906,0.15651273727416992,89.81005859375,23.85014571867242,38.52053912442938,13.53793570535266,0.9314372497732202,23.812206498886642,38.43735655856437,13.551388262679719,0.9317426432718326,23.804317209072046,38.41306497281493,13.579179326268259,0.9318439901841652,24.018729414821465,38.5263590423462,13.70058405546391,0.9314525497107751
