model,dataset,seq_len,pred_len,norm_mae,norm_rmse,norm_mape,30min_norm_mae,30min_norm_rmse,30min_norm_mape,60min_norm_mae,60min_norm_rmse,60min_norm_mape,90min_norm_mae,90min_norm_rmse,90min_norm_mape,120min_norm_mae,120min_norm_rmse,120min_norm_mape,30min_mae,30min_rmse,30min_mape,30min_r2,60min_mae,60min_rmse,60min_mape,60min_r2,90min_mae,90min_rmse,90min_mape,90min_r2,120min_mae,120min_rmse,120min_mape,120min_r2
dhaitransformer,urban,32,4,0.06306052953004837,0.08698994666337967,73.0432357788086,0.06070837751030922,0.08321762084960938,69.73316192626953,0.06222441792488098,0.08567516505718231,71.7166748046875,0.06388203054666519,0.08831685036420822,73.6054916381836,0.06542720645666122,0.09057433158159256,77.11751556396484,16.232487350177514,22.923983642741273,11.786822612863403,0.9505834750496789,16.64005929491689,23.59297286686285,12.089301108339024,0.9476442997769668,17.101688122354272,24.36251749564353,12.386578643859004,0.9441723365463145,17.51607523214558,25.03167023077279,12.702366691683448,0.941077272618264
