model,dataset,seq_len,pred_len,norm_mae,norm_rmse,norm_mape,30min_norm_mae,30min_norm_rmse,30min_norm_mape,60min_norm_mae,60min_norm_rmse,60min_norm_mape,90min_norm_mae,90min_norm_rmse,90min_norm_mape,120min_norm_mae,120min_norm_rmse,120min_norm_mape,30min_mae,30min_rmse,30min_mape,30min_r2,60min_mae,60min_rmse,60min_mape,60min_r2,90min_mae,90min_rmse,90min_mape,90min_r2,120min_mae,120min_rmse,120min_mape,120min_r2
dhaitransformer,freeway,32,4,0.07456023246049881,0.10148924589157104,79.98431396484375,0.07247187942266464,0.09920541942119598,74.59329223632812,0.07382233440876007,0.10051301121711731,78.66830444335938,0.07518993318080902,0.10202149301767349,80.43611145019531,0.07675671577453613,0.10415033996105194,86.23936462402344,11.190256468118656,15.32604690679009,15.924053904221006,0.903485843740526,11.403782856044362,15.536602987460011,16.17894033921443,0.9008592970477892,11.614628680248735,15.769252960229851,16.641771456551176,0.8979315685302678,11.863088927289468,16.105387836094838,17.287944783554018,0.8936128756338098
